waveNum,unitId,pos,interval
7,moor_2Archer,A,1.5
7,moor_2Archer,A,1.5
7,moor_2Archer,A,1.5
7,moor_2Archer,A,1.5
7,moor_2Archer,A,1.5
7,moor_2Archer,A,1.5
7,empire_1Worker,B,1.5
7,empire_1Worker,B,1.5
7,empire_1Worker,B,1.5
7,empire_1Worker,B,1.5
7,empire_1Worker,B,1.5
7,moor_2Assassin,B,1.5
7,moor_2Assassin,B,1.5
7,moor_2Assassin,B,1.5
7,moor_2Assassin,B,1.5
7,moor_2Assassin,B,1.5
7,moor_2Assassin,B,1.5
8,empire_1Merchant,A,0
8,empire_1Merchant,A,1.5
8,empire_1Merchant,A,1.5
8,empire_1Merchant,A,1.5
8,empire_1Merchant,A,1.5
8,moor_2Assassin,A,1.5
8,moor_2Assassin,A,1.5
8,moor_2Assassin,A,1.5
8,moor_2Assassin,A,1.5
8,moor_2Assassin,A,1.5
8,moor_2Archer,A,1.5
8,moor_2Archer,A,1.5
8,moor_2Archer,A,1.5
8,moor_2Archer,A,1.5
8,moor_2Archer,B,0.75
8,empire_2Archer,A,0.75
8,empire_2Archer,B,0.75
8,empire_2Archer,A,0.75
8,empire_2Archer,B,0.75
8,empire_2Archer,A,0.75
8,empire_2Archer,B,0.75
8,empire_2Archer,A,0.75
8,empire_2Archer,B,0.75
9,moor_2Assassin,A,0
9,moor_2Assassin,A,1.5
9,moor_2Assassin,A,1.5
9,moor_2Assassin,A,1.5
9,moor_2Assassin,A,1.5
9,moor_2Assassin,B,1.5
9,moor_2Assassin,B,1.5
9,moor_2Assassin,B,1.5
9,moor_2Assassin,B,1.5
9,moor_2Assassin,B,1.5
9,moor_2Archer,A,1.5
9,moor_2Archer,A,1.5
9,moor_2Archer,A,1.5
9,moor_2Archer,A,1.5
9,moor_2Archer,A,1.5
9,moor_2Archer,B,1.5
9,moor_2Archer,B,1.5
9,moor_2Archer,B,1.5
9,moor_2Archer,B,1.5
9,moor_2Archer,B,1.5
9,empire_2Archer,A,1.5
9,empire_2Bomber,B,0.75
9,empire_2Archer,A,0.75
9,empire_2Bomber,B,0.75
9,empire_2Bomber,A,0.75
9,empire_2Archer,B,0.75
10,empire_3Warrior,A,0
10,empire_3Warrior,B,0.75
10,empire_3Warrior,A,0.75
10,empire_3Warrior,B,0.75
10,empire_1Trader,A,0.75
10,empire_1Trader,B,0.75
10,empire_1Trader,A,0.75
10,empire_1Trader,B,0.75
10,empire_1Trader,A,0.75
10,empire_1Trader,B,0.75
10,empire_1Trader,A,0.75
10,empire_1Trader,B,0.75
10,empire_1Trader,A,0.75
10,empire_1Trader,B,0.75
10,moor_2Archer,A,0.75
10,moor_2Assassin,B,0.75
10,moor_2Archer,A,0.75
10,moor_2Assassin,B,0.75
10,moor_2Archer,A,0.75
10,moor_2Assassin,B,0.75
10,moor_2Archer,A,0.75
10,moor_2Assassin,B,0.75
10,moor_2Archer,A,0.75
10,moor_2Assassin,B,0.75
10,moor_2Archer,A,0.75
10,moor_2Assassin,B,0.75
10,moor_2Archer,A,0.75
10,moor_2Assassin,B,0.75
10,moor_4QueenPriest,A,0.75
10,empire_3Priest,B,0.75
11,empire_3Warrior,B,1.5
11,empire_3Warrior,B,1.5
11,empire_3Warrior,B,1.5
11,empire_1Trader,B,1.5
11,empire_1Trader,B,1.5
11,empire_1Trader,B,1.5
11,empire_1Trader,B,1.5
11,empire_1Trader,B,1.5
11,empire_1Trader,B,1.5
11,empire_1Trader,B,1.5
11,empire_1Trader,B,1.5
11,empire_1Trader,B,1.5
11,empire_1Trader,B,1.5
11,empire_1Trader,B,1.5
11,empire_1Trader,B,1.5
11,empire_3Warrior,A,1.5
11,empire_3Warrior,A,1.5
11,empire_3Warrior,A,1.5
11,empire_1Trader,A,1.5
11,empire_1Trader,A,1.5
11,empire_1Trader,A,1.5
11,empire_1Trader,A,1.5
11,empire_1Trader,A,1.5
11,empire_1Trader,A,1.5
11,empire_1Trader,A,1.5
11,empire_1Trader,A,1.5
11,empire_1Trader,A,1.5
11,empire_1Trader,A,1.5
11,empire_1Trader,A,1.5
11,empire_1Trader,A,1.5
12,empire_3Warrior,A,0
12,empire_3Warrior,A,1.5
12,empire_2Archer,A,1.5
12,empire_2Archer,A,1.5
12,empire_2Bomber,A,1.5
12,empire_2Bomber,A,1.5
12,moor_2Assassin,A,1.5
12,moor_2Assassin,A,1.5
12,moor_2Assassin,A,1.5
12,moor_2Assassin,A,1.5
12,moor_2Assassin,A,1.5
12,moor_2Assassin,A,1.5
12,moor_2Assassin,A,1.5
12,moor_2Assassin,A,1.5
12,moor_2Assassin,A,1.5
12,empire_3Warrior,B,1.5
12,empire_3Warrior,B,1.5
12,empire_2Archer,B,1.5
12,empire_2Archer,B,1.5
12,empire_2Bomber,B,1.5
12,empire_2Bomber,B,1.5
12,moor_2Archer,B,1.5
12,moor_2Archer,B,1.5
12,moor_2Archer,B,1.5
12,moor_2Archer,B,1.5
12,moor_2Archer,B,1.5
12,moor_2Archer,B,1.5
12,moor_2Archer,B,1.5
12,moor_2Archer,B,1.5
12,moor_2Archer,B,1.5
13,empire_3Warrior,A,0
13,empire_3Warrior,B,0.75
13,empire_3Warrior,A,0.75
13,empire_3Warrior,B,0.75
13,empire_3Warrior,A,0.75
13,empire_3Warrior,B,0.75
13,moor_2Archer,A,0.75
13,moor_2Archer,B,0.75
13,moor_2Archer,A,0.75
13,moor_2Archer,B,0.75
13,moor_2Archer,A,0.75
13,moor_2Archer,B,0.75
13,moor_2Archer,A,0.75
13,moor_2Archer,B,0.75
13,moor_2Archer,A,0.75
13,moor_2Archer,B,0.75
13,moor_2Archer,A,0.75
13,moor_2Archer,B,0.75
13,moor_2Assassin,A,0.75
13,moor_2Assassin,B,0.75
13,moor_2Assassin,A,0.75
13,moor_2Assassin,B,0.75
13,moor_2Assassin,A,0.75
13,moor_2Assassin,B,0.75
13,moor_2Assassin,A,0.75
13,moor_2Assassin,B,0.75
13,moor_2Assassin,A,0.75
13,moor_2Assassin,B,0.75
13,moor_2Assassin,A,0.75
13,moor_2Assassin,B,0.75
14,empire_3Warrior,A,0
14,empire_3Warrior,B,0.75
14,empire_3Priest,A,0.75
14,empire_3Priest,B,0.75
14,empire_2Bomber,A,0.75
14,empire_2Bomber,B,0.75
14,empire_2Bomber,A,0.75
14,empire_2Bomber,B,0.75
14,empire_2Bomber,A,0.75
14,empire_2Bomber,B,0.75
14,moor_2Assassin,A,0.75
14,moor_2Assassin,B,0.75
14,moor_2Assassin,A,0.75
14,moor_2Assassin,B,0.75
14,moor_2Assassin,A,0.75
14,moor_2Assassin,B,0.75
14,moor_2Assassin,A,0.75
14,moor_2Assassin,B,0.75
14,moor_2Assassin,A,0.75
14,moor_2Assassin,B,0.75
14,moor_2Assassin,A,0.75
14,moor_2Assassin,B,0.75
14,moor_2Assassin,A,0.75
14,moor_2Assassin,B,0.75
14,empire_2Archer,A,0.75
14,empire_2Archer,B,0.75
14,empire_2Archer,A,0.75
14,empire_2Archer,B,0.75
14,empire_2Archer,A,0.75
14,empire_2Archer,B,0.75
14,empire_2Archer,A,0.75
14,empire_2Archer,B,0.75
15,empire_4Warrior,B,0
15,empire_3Guard,A,0.75
15,empire_2Bomber,B,0.75
15,empire_2Archer,A,0.75
15,empire_2Bomber,B,0.75
15,empire_2Archer,A,0.75
15,empire_2Bomber,B,0.75
15,empire_2Archer,A,0.75
15,empire_3Priest,B,0.75
15,empire_3Priest,B,1.5
15,moor_2Assassin,B,1.5
15,moor_2Assassin,B,1.5
15,moor_2Assassin,B,1.5
15,moor_2Assassin,B,1.5
15,moor_2Assassin,B,1.5
15,moor_2Assassin,B,1.5
15,moor_2Assassin,B,1.5
15,moor_3Warrior,A,1.5
15,moor_3Warrior,A,1.5
15,moor_3Warrior,A,1.5
15,empire_3Priest,A,1.5
15,empire_3Priest,A,1.5
15,empire_2Archer,A,1.5
15,empire_2Archer,A,1.5
15,empire_2Archer,A,1.5
15,empire_2Archer,A,1.5
15,empire_1Worker,A,1.5
15,empire_1Worker,A,1.5
15,empire_1Worker,A,1.5
15,empire_1Worker,A,1.5
15,empire_1Worker,A,1.5
15,empire_1Worker,A,1.5
15,empire_1Worker,A,1.5
15,empire_1Worker,A,1.5
15,empire_1Worker,A,1.5
16,empire_3Warrior,A,0
16,empire_3Warrior,A,1.5
16,empire_3Warrior,A,1.5
16,empire_3Guard,A,1.5
16,empire_3Guard,A,1.5
16,empire_3Guard,A,1.5
16,moor_2Archer,A,1.5
16,moor_2Archer,A,1.5
16,moor_2Archer,A,1.5
16,empire_2Archer,A,1.5
16,empire_2Archer,A,1.5
16,empire_2Archer,A,1.5
16,empire_1Worker,A,1.5
16,empire_1Worker,A,1.5
16,empire_1Worker,A,1.5
16,empire_1Worker,A,1.5
16,empire_1Worker,A,1.5
16,empire_1Worker,A,1.5
16,empire_1Worker,A,1.5
16,moor_3Warrior,A,1.5
16,moor_3Warrior,A,1.5
16,moor_3Warrior,A,1.5
16,moor_3Warrior,A,1.5
16,moor_3Warrior,A,1.5
16,moor_3Warrior,A,1.5
16,moor_2Assassin,A,1.5
16,moor_2Assassin,A,1.5
16,moor_2Assassin,A,1.5
16,moor_2Assassin,A,1.5
16,empire_1Trader,A,1.5
16,empire_1Trader,A,1.5
16,empire_1Trader,A,1.5
16,empire_1Trader,A,1.5
16,empire_1Trader,A,1.5
16,empire_1Trader,A,1.5
17,moor_3Warrior,B,0
17,moor_3Warrior,B,1.5
17,moor_3Warrior,B,1.5
17,moor_3Assassin,B,1.5
17,moor_3Assassin,B,1.5
17,moor_3Assassin,B,1.5
17,empire_2Bomber,B,1.5
17,empire_2Bomber,B,1.5
17,empire_2Bomber,B,1.5
17,empire_2Archer,B,1.5
17,empire_2Archer,B,1.5
17,empire_2Archer,B,1.5
17,empire_1Worker,B,1.5
17,empire_1Worker,B,1.5
17,empire_1Worker,B,1.5
17,empire_1Worker,B,1.5
17,empire_1Worker,B,1.5
17,empire_1Worker,B,1.5
17,empire_1Worker,B,1.5
17,moor_3Warrior,B,1.5
17,moor_3Warrior,B,1.5
17,moor_3Warrior,B,1.5
17,moor_3Assassin,B,1.5
17,moor_3Assassin,B,1.5
17,moor_3Assassin,B,1.5
17,empire_1Trader,B,1.5
17,empire_1Trader,B,1.5
17,empire_1Trader,B,1.5
17,empire_1Merchant,B,1.5
17,empire_1Merchant,B,1.5
17,empire_1Merchant,B,1.5
17,empire_1Merchant,B,1.5
17,empire_1Merchant,B,1.5
17,empire_1Merchant,B,1.5
17,empire_1Merchant,B,1.5
17,empire_1Merchant,B,1.5
17,empire_1Merchant,B,1.5
18,empire_3guard,A,0
18,moor_3Warrior,B,0.75
18,empire_3guard,A,0.75
18,moor_3Warrior,B,0.75
18,empire_3guard,A,0.75
18,moor_3Warrior,B,0.75
18,empire_3Priest,A,0.75
18,moor_3Assassin,B,0.75
18,empire_3Priest,A,0.75
18,moor_3Assassin,B,0.75
18,empire_3Priest,A,0.75
18,moor_3Assassin,B,0.75
18,moor_2Archer,A,0.75
18,empire_2Bomber,B,0.75
18,moor_2Archer,A,0.75
18,empire_2Bomber,B,0.75
18,moor_2Archer,A,0.75
18,empire_2Bomber,B,0.75
18,empire_2Bomber,A,0.75
18,moor_2Archer,B,0.75
18,empire_2Bomber,A,0.75
18,moor_2Archer,B,0.75
18,empire_2Bomber,A,0.75
18,moor_2Archer,B,0.75
18,moor_2Assassin,A,0.75
18,empire_2Archer,B,0.75
18,moor_2Assassin,A,0.75
18,empire_2Archer,B,0.75
18,moor_2Assassin,A,0.75
18,empire_2Archer,B,0.75
18,moor_2Assassin,A,0.75
18,empire_2Archer,B,0.75
18,empire_2Archer,A,0.75
18,moor_2Assassin,B,0.75
18,empire_2Archer,A,0.75
18,moor_2Assassin,B,0.75
18,empire_2Archer,A,0.75
18,moor_2Assassin,B,0.75
18,empire_2Archer,A,0.75
18,moor_2Assassin,B,0.75
19,empire_3Warrior,A,0
19,empire_3Warrior,A,1.5
19,empire_3Warrior,A,1.5
19,empire_3Guard,A,1.5
19,empire_3Guard,A,1.5
19,empire_3Guard,A,1.5
19,moor_2Archer,A,1.5
19,moor_2Archer,A,1.5
19,moor_2Archer,A,1.5
19,empire_2Archer,A,1.5
19,empire_2Archer,A,1.5
19,empire_2Archer,A,1.5
19,empire_1Worker,A,1.5
19,empire_1Worker,A,1.5
19,empire_1Worker,A,1.5
19,empire_3Warrior,B,1.5
19,empire_3Warrior,B,1.5
19,empire_3Warrior,B,1.5
19,empire_3Guard,B,1.5
19,empire_3Guard,B,1.5
19,empire_3Guard,B,1.5
19,moor_2Archer,B,1.5
19,moor_2Archer,B,1.5
19,moor_2Archer,B,1.5
19,empire_2Archer,B,1.5
19,empire_2Archer,B,1.5
19,empire_2Archer,B,1.5
19,empire_1Worker,B,1.5
19,empire_1Worker,B,1.5
19,empire_1Worker,B,1.5
19,moor_2Archer,A,1.5
19,empire_2Bomber,B,0.75
19,moor_2Archer,A,0.75
19,empire_2Bomber,B,0.75
19,empire_2Bomber,A,0.75
19,moor_2Archer,B,0.75
19,empire_2Bomber,A,0.75
19,moor_2Archer,B,0.75
19,empire_1Worker,A,0.75
19,empire_1Worker,B,0.75
19,empire_1Worker,A,0.75
19,empire_1Worker,B,0.75
19,empire_1Worker,A,0.75
19,empire_1Worker,B,0.75
20,empire_1Worker,A,0
20,empire_1Worker,A,1.5
20,empire_1Worker,A,1.5
20,empire_1Worker,A,1.5
20,empire_1Worker,A,1.5
20,empire_1Merchant,A,1.5
20,empire_2Bomber,B,0.75
20,empire_1Merchant,A,0.75
20,empire_2Bomber,B,0.75
20,empire_1Merchant,A,0.75
20,empire_2Bomber,B,0.75
20,empire_1Merchant,A,0.75
20,empire_2Bomber,B,0.75
20,empire_1Merchant,A,0.75
20,empire_2Bomber,B,0.75
20,empire_1Trader,A,0.75
20,empire_1Trader,A,1.5
20,empire_1Trader,A,1.5
20,empire_1Trader,A,1.5
20,empire_1Trader,A,1.5
20,empire_3Warrior,A,1.5
20,empire_2Archer,B,0.75
20,empire_3Warrior,A,0.75
20,empire_2Archer,B,0.75
20,empire_3Warrior,A,0.75
20,empire_2Archer,B,0.75
20,empire_3Warrior,A,0.75
20,empire_2Archer,B,0.75
20,empire_3Warrior,A,0.75
20,empire_2Archer,B,0.75
20,empire_3Guard,A,0.75
20,moor_2Assassin,B,0.75
20,empire_3Guard,A,0.75
20,moor_2Assassin,B,0.75
20,empire_3Guard,A,0.75
20,moor_2Assassin,B,0.75
20,empire_3Guard,A,0.75
20,moor_2Assassin,B,0.75
20,moor_2Archer,A,0.75
20,moor_2Archer,B,0.75
20,moor_2Archer,A,0.75
20,moor_2Archer,B,0.75
20,moor_2Archer,A,0.75
20,moor_2Archer,B,0.75
20,moor_2Archer,A,0.75
20,moor_2Archer,B,0.75
20,empire_3Priest,A,0.75
20,empire_3Priest,A,1.5
20,empire_5Captain,A,1.5
20,empire_3Priest,A,1.5
