waveNum,unitId,pos,interval
6,empire_1Worker,A,1.5
6,empire_1Worker,A,1.5
6,empire_1Worker,A,1.5
6,empire_1Worker,A,1.5
6,empire_1Worker,A,1.5
6,empire_1Worker,A,1.5
6,empire_1Merchant,A,1.5
6,empire_1Merchant,A,1.5
6,empire_1Merchant,A,1.5
6,empire_1Merchant,A,1.5
6,empire_1Merchant,A,1.5
6,empire_1Merchant,A,1.5
6,moor_2Assassin,A,1.5
6,empire_2Archer,A,1.5
7,empire_1Worker,B,1.5
7,empire_1Worker,B,1.5
7,empire_1Worker,B,1.5
7,empire_1Worker,B,1.5
7,empire_1Worker,B,1.5
7,empire_1Worker,B,1.5
7,empire_1Worker,B,1.5
7,empire_1Worker,B,1.5
7,empire_1Worker,B,1.5
7,empire_1Worker,B,1.5
7,empire_1Merchant,B,1.5
7,empire_1Merchant,B,1.5
7,empire_1Merchant,B,1.5
7,empire_1Merchant,B,1.5
7,empire_1Merchant,B,1.5
7,empire_1Merchant,B,1.5
7,moor_2Archer,B,1.5
7,moor_2Assassin,B,1.5
7,empire_2Archer,B,1.5
8,empire_1Worker,A,1.5
8,empire_1Worker,A,1.5
8,empire_1Worker,A,1.5
8,empire_1Worker,A,1.5
8,empire_1Worker,A,1.5
8,empire_1Worker,A,1.5
8,empire_1Worker,A,1.5
8,empire_1Worker,A,1.5
8,empire_1Merchant,A,1.5
8,empire_1Merchant,A,1.5
8,empire_1Merchant,A,1.5
8,empire_1Merchant,A,1.5
8,empire_1Merchant,A,1.5
8,empire_1Merchant,A,1.5
8,empire_1Trader,A,1.5
8,moor_2Archer,A,1.5
8,moor_2Assassin,A,1.5
8,empire_2Archer,A,1.5
9,empire_1Worker,B,1.5
9,empire_1Worker,B,1.5
9,empire_1Worker,B,1.5
9,empire_1Worker,B,1.5
9,empire_1Worker,B,1.5
9,empire_1Worker,B,1.5
9,empire_1Worker,B,1.5
9,empire_1Worker,B,1.5
9,empire_1Worker,B,1.5
9,empire_1Worker,B,1.5
9,empire_1Merchant,B,1.5
9,empire_1Merchant,B,1.5
9,empire_1Merchant,B,1.5
9,empire_1Merchant,B,1.5
9,empire_1Merchant,B,1.5
9,empire_1Merchant,B,1.5
9,empire_1Merchant,B,1.5
9,empire_1Merchant,B,1.5
9,empire_1Trader,B,1.5
9,empire_1Trader,B,1.5
9,moor_2Archer,B,1.5
9,moor_2Assassin,B,1.5
9,empire_2Archer,B,1.5
9,empire_2Archer,B,1.5
10,empire_1Worker,A,1.5
10,empire_1Worker,B,0
10,empire_1Worker,A,1.5
10,empire_1Worker,B,0
10,empire_1Worker,A,1.5
10,empire_1Worker,B,0
10,empire_1Worker,A,1.5
10,empire_1Worker,B,0
10,empire_1Worker,A,1.5
10,empire_1Worker,B,0
10,empire_1Merchant,A,1.5
10,empire_1Merchant,B,0
10,empire_1Merchant,A,1.5
10,empire_1Merchant,B,0
10,empire_1Merchant,A,1.5
10,empire_1Merchant,B,0
10,empire_1Merchant,A,1.5
10,empire_1Merchant,B,0
10,empire_1Trader,A,1.5
10,empire_1Trader,B,0
10,moor_2Archer,A,1.5
10,moor_2Archer,B,0
10,moor_2Archer,A,1.5
10,moor_2Assassin,B,0
10,moor_2Assassin,A,1.5
10,empire_2Archer,B,0
10,empire_2Archer,A,1.5
10,moor_4QueenPriest,B,0
11,empire_1Worker,A,1.5
11,empire_1Worker,A,1.5
11,empire_1Worker,A,1.5
11,empire_1Worker,A,1.5
11,empire_1Worker,A,1.5
11,empire_1Worker,A,1.5
11,empire_1Worker,A,1.5
11,empire_1Worker,A,1.5
11,empire_1Worker,A,1.5
11,empire_1Worker,A,1.5
11,empire_1Merchant,A,1.5
11,empire_1Merchant,A,1.5
11,empire_1Merchant,A,1.5
11,empire_1Merchant,A,1.5
11,empire_1Merchant,A,1.5
11,empire_1Merchant,A,1.5
11,empire_1Merchant,A,1.5
11,empire_1Merchant,A,1.5
11,empire_1Trader,A,1.5
11,empire_1Trader,A,1.5
11,empire_1Trader,A,1.5
11,moor_2Archer,A,1.5
11,moor_2Archer,A,1.5
11,moor_2Archer,A,1.5
11,moor_2Assassin,A,1.5
11,moor_2Assassin,A,1.5
11,moor_2Assassin,A,1.5
11,empire_2Bomber,A,1.5
11,empire_2Archer,A,1.5
11,empire_2Archer,A,1.5
11,moor_3Assassin,A,1.5
12,empire_1Worker,B,1.5
12,empire_1Worker,B,1.5
12,empire_1Worker,B,1.5
12,empire_1Worker,B,1.5
12,empire_1Worker,B,1.5
12,empire_1Worker,B,1.5
12,empire_1Worker,B,1.5
12,empire_1Worker,B,1.5
12,empire_1Worker,B,1.5
12,empire_1Worker,B,1.5
12,empire_1Merchant,B,1.5
12,empire_1Merchant,B,1.5
12,empire_1Merchant,B,1.5
12,empire_1Merchant,B,1.5
12,empire_1Merchant,B,1.5
12,empire_1Merchant,B,1.5
12,empire_1Merchant,B,1.5
12,empire_1Merchant,B,1.5
12,empire_1Trader,B,1.5
12,empire_1Trader,B,1.5
12,empire_1Trader,B,1.5
12,moor_2Archer,B,1.5
12,moor_2Archer,B,1.5
12,moor_2Archer,B,1.5
12,moor_2Assassin,B,1.5
12,moor_2Assassin,B,1.5
12,moor_2Assassin,B,1.5
12,empire_2Bomber,B,1.5
12,empire_2Bomber,B,1.5
12,empire_2Archer,B,1.5
12,empire_2Archer,B,1.5
12,empire_3Guard,B,1.5
12,moor_3Assassin,B,1.5
13,empire_1Worker,A,1.5
13,empire_1Worker,A,1.5
13,empire_1Worker,A,1.5
13,empire_1Worker,A,1.5
13,empire_1Worker,A,1.5
13,empire_1Worker,A,1.5
13,empire_1Worker,A,1.5
13,empire_1Worker,A,1.5
13,empire_1Worker,A,1.5
13,empire_1Worker,A,1.5
13,empire_1Merchant,A,1.5
13,empire_1Merchant,A,1.5
13,empire_1Merchant,A,1.5
13,empire_1Merchant,A,1.5
13,empire_1Merchant,A,1.5
13,empire_1Merchant,A,1.5
13,empire_1Merchant,A,1.5
13,empire_1Merchant,A,1.5
13,moor_2Archer,A,1.5
13,moor_2Archer,A,1.5
13,moor_2Archer,A,1.5
13,moor_2Archer,A,1.5
13,moor_2Assassin,A,1.5
13,moor_2Assassin,A,1.5
13,moor_2Assassin,A,1.5
13,moor_2Assassin,A,1.5
13,empire_2Bomber,A,1.5
13,empire_2Bomber,A,1.5
13,empire_2Archer,A,1.5
13,empire_2Archer,A,1.5
13,empire_2Archer,A,1.5
13,empire_3Guard,A,1.5
13,moor_3Assassin,A,1.5
14,empire_1Worker,B,1.5
14,empire_1Worker,B,1.5
14,empire_1Worker,B,1.5
14,empire_1Worker,B,1.5
14,empire_1Worker,B,1.5
14,empire_1Worker,B,1.5
14,empire_1Worker,B,1.5
14,empire_1Worker,B,1.5
14,empire_1Merchant,B,1.5
14,empire_1Merchant,B,1.5
14,empire_1Merchant,B,1.5
14,empire_1Merchant,B,1.5
14,empire_1Merchant,B,1.5
14,empire_1Merchant,B,1.5
14,empire_1Merchant,B,1.5
14,empire_1Merchant,B,1.5
14,empire_1Merchant,B,1.5
14,empire_1Merchant,B,1.5
14,empire_1Trader,B,1.5
14,empire_1Trader,B,1.5
14,empire_1Trader,B,1.5
14,empire_1Trader,B,1.5
14,empire_1Trader,B,1.5
14,empire_1Trader,B,1.5
14,moor_2Archer,B,1.5
14,moor_2Assassin,B,1.5
14,empire_2Bomber,B,1.5
14,empire_2Bomber,B,1.5
14,empire_2Bomber,B,1.5
14,empire_2Archer,B,1.5
14,empire_2Archer,B,1.5
14,empire_2Archer,B,1.5
14,empire_3Guard,B,1.5
14,moor_3Assassin,B,1.5
15,empire_1Merchant,A,1.5
15,empire_1Merchant,B,0
15,empire_1Merchant,A,1.5
15,empire_1Merchant,B,0
15,empire_1Merchant,A,1.5
15,empire_1Merchant,B,0
15,empire_1Merchant,A,1.5
15,empire_1Merchant,B,0
15,empire_1Merchant,A,1.5
15,empire_1Merchant,B,0
15,empire_1Trader,A,1.5
15,empire_1Trader,B,0
15,empire_1Trader,A,1.5
15,empire_1Trader,B,0
15,empire_1Trader,A,1.5
15,empire_1Trader,B,0
15,moor_2Archer,A,1.5
15,moor_2Archer,B,0
15,moor_2Archer,A,1.5
15,moor_2Archer,B,0
15,moor_2Archer,A,1.5
15,moor_2Archer,B,0
15,moor_2Assassin,A,1.5
15,moor_2Assassin,B,0
15,moor_2Assassin,A,1.5
15,moor_2Assassin,B,0
15,moor_2Assassin,A,1.5
15,moor_2Assassin,B,0
15,empire_2Bomber,A,1.5
15,empire_2Bomber,B,0
15,empire_2Bomber,A,1.5
15,empire_2Bomber,B,0
15,empire_2Archer,A,1.5
15,empire_2Archer,B,0
15,empire_2Archer,A,1.5
15,empire_2Archer,B,0
15,empire_3Guard,A,1.5
15,moor_3Assassin,B,0
15,empire_4Warrior,A,1.5
15,moor_3Assassin,B,0
16,empire_1Worker,A,1.5
16,empire_1Worker,A,1.5
16,empire_1Worker,A,1.5
16,empire_1Worker,A,1.5
16,empire_1Worker,A,1.5
16,empire_1Worker,A,1.5
16,empire_1Worker,A,1.5
16,empire_1Worker,A,1.5
16,empire_1Worker,A,1.5
16,empire_1Worker,A,1.5
16,empire_1Trader,A,1.5
16,empire_1Trader,A,1.5
16,empire_1Trader,A,1.5
16,empire_1Trader,A,1.5
16,empire_1Trader,A,1.5
16,empire_1Trader,A,1.5
16,moor_2Archer,A,1.5
16,moor_2Archer,A,1.5
16,moor_2Archer,A,1.5
16,moor_2Archer,A,1.5
16,moor_2Archer,A,1.5
16,moor_2Archer,A,1.5
16,moor_2Assassin,A,1.5
16,moor_2Assassin,A,1.5
16,moor_2Assassin,A,1.5
16,moor_2Assassin,A,1.5
16,moor_2Assassin,A,1.5
16,empire_2Bomber,A,1.5
16,empire_2Bomber,A,1.5
16,empire_2Bomber,A,1.5
16,empire_2Bomber,A,1.5
16,empire_2Bomber,A,1.5
16,empire_2Archer,A,1.5
16,empire_2Archer,A,1.5
16,empire_2Archer,A,1.5
16,empire_2Archer,A,1.5
16,empire_2Archer,A,1.5
16,empire_3Guard,A,1.5
16,moor_3Assassin,A,1.5
16,moor_3Warrior,A,1.5
16,moor_3Warrior,A,1.5
17,empire_1Worker,B,1.5
17,empire_1Worker,B,1.5
17,empire_1Worker,B,1.5
17,empire_1Worker,B,1.5
17,empire_1Worker,B,1.5
17,empire_1Worker,B,1.5
17,empire_1Worker,B,1.5
17,empire_1Worker,B,1.5
17,empire_1Worker,B,1.5
17,empire_1Worker,B,1.5
17,empire_1Merchant,B,1.5
17,empire_1Merchant,B,1.5
17,empire_1Merchant,B,1.5
17,empire_1Merchant,B,1.5
17,empire_1Merchant,B,1.5
17,empire_1Merchant,B,1.5
17,moor_2Archer,B,1.5
17,moor_2Archer,B,1.5
17,moor_2Archer,B,1.5
17,moor_2Archer,B,1.5
17,moor_2Archer,B,1.5
17,moor_2Archer,B,1.5
17,moor_2Archer,B,1.5
17,moor_2Assassin,B,1.5
17,moor_2Assassin,B,1.5
17,moor_2Assassin,B,1.5
17,moor_2Assassin,B,1.5
17,moor_2Assassin,B,1.5
17,moor_2Assassin,B,1.5
17,empire_2Bomber,B,1.5
17,empire_2Bomber,B,1.5
17,empire_2Bomber,B,1.5
17,empire_2Bomber,B,1.5
17,empire_2Bomber,B,1.5
17,empire_2Bomber,B,1.5
17,empire_2Archer,B,1.5
17,empire_2Archer,B,1.5
17,empire_2Archer,B,1.5
17,empire_2Archer,B,1.5
17,empire_2Archer,B,1.5
17,empire_2Archer,B,1.5
17,moor_3Assassin,B,1.5
17,moor_3Assassin,B,1.5
17,empire_3Guard,B,1.5
17,empire_3Guard,B,1.5
17,moor_3Warrior,B,1.5
17,moor_3Warrior,B,1.5
18,empire_1Worker,A,1.5
18,empire_1Worker,A,1.5
18,empire_1Worker,A,1.5
18,empire_1Worker,A,1.5
18,empire_1Worker,A,1.5
18,empire_1Worker,A,1.5
18,empire_1Merchant,A,1.5
18,empire_1Merchant,A,1.5
18,empire_1Merchant,A,1.5
18,empire_1Merchant,A,1.5
18,empire_1Merchant,A,1.5
18,empire_1Merchant,A,1.5
18,empire_1Merchant,A,1.5
18,empire_1Merchant,A,1.5
18,empire_1Merchant,A,1.5
18,empire_1Merchant,A,1.5
18,empire_1Trader,A,1.5
18,empire_1Trader,A,1.5
18,empire_1Trader,A,1.5
18,empire_1Trader,A,1.5
18,empire_1Trader,A,1.5
18,empire_1Trader,A,1.5
18,empire_1Trader,A,1.5
18,moor_2Archer,A,1.5
18,moor_2Archer,A,1.5
18,moor_2Archer,A,1.5
18,moor_2Assassin,A,1.5
18,moor_2Assassin,A,1.5
18,empire_2Bomber,A,1.5
18,empire_2Bomber,A,1.5
18,empire_2Bomber,A,1.5
18,empire_2Bomber,A,1.5
18,empire_2Bomber,A,1.5
18,empire_2Bomber,A,1.5
18,empire_2Archer,A,1.5
18,empire_2Archer,A,1.5
18,empire_2Archer,A,1.5
18,empire_2Archer,A,1.5
18,empire_2Archer,A,1.5
18,empire_2Archer,A,1.5
18,empire_3Guard,A,1.5
18,empire_3Guard,A,1.5
18,moor_3Warrior,A,1.5
18,moor_3Warrior,A,1.5
19,empire_1Worker,B,1.5
19,empire_1Worker,B,1.5
19,empire_1Worker,B,1.5
19,empire_1Worker,B,1.5
19,empire_1Worker,B,1.5
19,empire_1Worker,B,1.5
19,empire_1Worker,B,1.5
19,empire_1Worker,B,1.5
19,empire_1Worker,B,1.5
19,empire_1Worker,B,1.5
19,empire_1Trader,B,1.5
19,empire_1Trader,B,1.5
19,empire_1Trader,B,1.5
19,empire_1Trader,B,1.5
19,empire_1Trader,B,1.5
19,empire_1Trader,B,1.5
19,moor_2Archer,B,1.5
19,moor_2Archer,B,1.5
19,moor_2Archer,B,1.5
19,moor_2Archer,B,1.5
19,moor_2Archer,B,1.5
19,moor_2Archer,B,1.5
19,moor_2Assassin,B,1.5
19,moor_2Assassin,B,1.5
19,moor_2Assassin,B,1.5
19,moor_2Assassin,B,1.5
19,moor_2Assassin,B,1.5
19,moor_2Assassin,B,1.5
19,empire_2Bomber,B,1.5
19,empire_2Bomber,B,1.5
19,empire_2Bomber,B,1.5
19,empire_2Bomber,B,1.5
19,empire_2Bomber,B,1.5
19,empire_2Bomber,B,1.5
19,empire_2Bomber,B,1.5
19,empire_2Archer,B,1.5
19,empire_2Archer,B,1.5
19,empire_2Archer,B,1.5
19,empire_2Archer,B,1.5
19,empire_2Archer,B,1.5
19,empire_2Archer,B,1.5
19,empire_2Archer,B,1.5
19,empire_3Guard,B,1.5
19,empire_3Guard,B,1.5
19,moor_3Assassin,B,1.5
19,moor_3Assassin,B,1.5
19,moor_3Warrior,B,1.5
19,moor_3Warrior,B,1.5
20,empire_1Merchant,A,1.5
20,empire_1Merchant,B,0
20,empire_1Merchant,A,1.5
20,empire_1Merchant,B,0
20,empire_1Merchant,A,1.5
20,empire_1Merchant,B,0
20,empire_1Merchant,A,1.5
20,empire_1Merchant,B,0
20,empire_1Trader,A,1.5
20,empire_1Trader,B,0
20,empire_1Trader,A,1.5
20,empire_1Trader,B,0
20,empire_1Trader,A,1.5
20,empire_1Trader,B,0
20,empire_1Trader,A,1.5
20,empire_1Trader,B,0
20,moor_2Archer,A,1.5
20,moor_2Archer,B,0
20,moor_2Archer,A,1.5
20,moor_2Archer,B,0
20,moor_2Archer,A,1.5
20,moor_2Archer,B,0
20,moor_2Assassin,A,1.5
20,moor_2Assassin,B,0
20,moor_2Assassin,A,1.5
20,moor_2Assassin,B,0
20,moor_2Assassin,A,1.5
20,moor_2Assassin,B,0
20,empire_2Bomber,A,1.5
20,empire_2Bomber,B,0
20,empire_2Bomber,A,1.5
20,empire_2Bomber,B,0
20,empire_2Bomber,A,1.5
20,empire_2Bomber,B,0
20,empire_2Bomber,A,1.5
20,empire_2Archer,B,0
20,empire_2Archer,A,1.5
20,empire_2Archer,B,0
20,empire_2Archer,A,1.5
20,empire_2Archer,B,0
20,empire_2Archer,A,1.5
20,empire_2Archer,B,0
20,empire_3Guard,A,1.5
20,empire_3Guard,B,0
20,moor_3Assassin,A,1.5
20,moor_3Assassin,B,0
20,moor_3Warrior,A,1.5
20,moor_3Warrior,B,0
20,empire_5Captain,A,1.5
20,moor_4QueenPriest,B,0
